repo	milestone	round	issue_slug	title	size	depends_on	files_touched	notes
paideia-os	r32-hid-sensors	R32	R32-M3-002	R32.M3-002 Unified KIND_HID_EVENT stream + subscribe path #2	M	R32-M1-001	src/kernel/drivers/hid/event_stream.pdx	Unified KIND_HID_EVENT stream + subscribe path (auto-scaffold; refine at body-drafting)
paideia-os	r32-hid-sensors	R32	R32-M3-003	R32.M3-003 Unified KIND_HID_EVENT stream + subscribe path #3	M	R32-M1-001	src/kernel/drivers/hid/event_stream.pdx	Unified KIND_HID_EVENT stream + subscribe path (auto-scaffold; refine at body-drafting)
paideia-os	r32-hid-sensors	R32	R32-M3-004	R32.M3-004 Unified KIND_HID_EVENT stream + subscribe path #4	M	R32-M1-001	src/kernel/drivers/hid/event_stream.pdx	Unified KIND_HID_EVENT stream + subscribe path (auto-scaffold; refine at body-drafting)
paideia-os	r32-hid-sensors	R32	R32-M4-001	R32.M4-001 Synaptics/ELAN touchpad driver + TrackPoint I2C-HID tunnel #1	M	R32-M1-001	src/kernel/drivers/touchpad/*.pdx	Synaptics/ELAN touchpad driver + TrackPoint I2C-HID tunnel (auto-scaffold; refine at body-drafting)
paideia-os	r32-hid-sensors	R32	R32-M4-002	R32.M4-002 Synaptics/ELAN touchpad driver + TrackPoint I2C-HID tunnel #2	M	R32-M1-001	src/kernel/drivers/touchpad/*.pdx	Synaptics/ELAN touchpad driver + TrackPoint I2C-HID tunnel (auto-scaffold; refine at body-drafting)
paideia-os	r32-hid-sensors	R32	R32-M4-003	R32.M4-003 Synaptics/ELAN touchpad driver + TrackPoint I2C-HID tunnel #3	M	R32-M1-001	src/kernel/drivers/touchpad/*.pdx	Synaptics/ELAN touchpad driver + TrackPoint I2C-HID tunnel (auto-scaffold; refine at body-drafting)
paideia-os	r32-hid-sensors	R32	R32-M5-001	R32.M5-001 Sensor hub + KIND_SENSOR_CHANNEL #1	M	R32-M1-001	src/kernel/drivers/sensors/hub.pdx	Sensor hub + KIND_SENSOR_CHANNEL (auto-scaffold; refine at body-drafting)
paideia-os	r32-hid-sensors	R32	R32-M5-002	R32.M5-002 Sensor hub + KIND_SENSOR_CHANNEL #2	M	R32-M1-001	src/kernel/drivers/sensors/hub.pdx	Sensor hub + KIND_SENSOR_CHANNEL (auto-scaffold; refine at body-drafting)
paideia-os	r32-hid-sensors	R32	R32-M5-003	R32.M5-003 Sensor hub + KIND_SENSOR_CHANNEL #3	M	R32-M1-001	src/kernel/drivers/sensors/hub.pdx	Sensor hub + KIND_SENSOR_CHANNEL (auto-scaffold; refine at body-drafting)
paideia-os	r32-hid-sensors	R32	R32-M6-001	R32.M6-001 Gesture recognizer over touch stream #1	M	R32-M1-001	src/kernel/drivers/hid/gesture.pdx	Gesture recognizer over touch stream (auto-scaffold; refine at body-drafting)
paideia-os	r32-hid-sensors	R32	R32-M6-002	R32.M6-002 Gesture recognizer over touch stream #2	M	R32-M1-001	src/kernel/drivers/hid/gesture.pdx	Gesture recognizer over touch stream (auto-scaffold; refine at body-drafting)
paideia-os	r32-hid-sensors	R32	R32-M7-001	R32.M7-001 QEMU synth fixture + T14 recipe hw-smoke-r32.md #1	M	R32-M1-001	tools/hw-smoke-r32.md	QEMU synth fixture + T14 recipe hw-smoke-r32.md (auto-scaffold; refine at body-drafting)
paideia-os	r32-hid-sensors	R32	R32-M7-002	R32.M7-002 QEMU synth fixture + T14 recipe hw-smoke-r32.md #2	M	R32-M1-001	tools/hw-smoke-r32.md	QEMU synth fixture + T14 recipe hw-smoke-r32.md (auto-scaffold; refine at body-drafting)
paideia-os	r33-audio-hda-sof	R33	R33-M1-001	R33.M1-001 HDA controller MMIO + KIND_AUDIO_CONTROLLER #1	M	R30-M8-001	src/kernel/drivers/audio/hda_controller.pdx	HDA controller MMIO + KIND_AUDIO_CONTROLLER (auto-scaffold; refine at body-drafting)
paideia-os	r33-audio-hda-sof	R33	R33-M1-002	R33.M1-002 HDA controller MMIO + KIND_AUDIO_CONTROLLER #2	M	R33-M1-001	src/kernel/drivers/audio/hda_controller.pdx	HDA controller MMIO + KIND_AUDIO_CONTROLLER (auto-scaffold; refine at body-drafting)
paideia-os	r33-audio-hda-sof	R33	R33-M1-003	R33.M1-003 HDA controller MMIO + KIND_AUDIO_CONTROLLER #3	M	R33-M1-001	src/kernel/drivers/audio/hda_controller.pdx	HDA controller MMIO + KIND_AUDIO_CONTROLLER (auto-scaffold; refine at body-drafting)
paideia-os	r33-audio-hda-sof	R33	R33-M1-004	R33.M1-004 HDA controller MMIO + KIND_AUDIO_CONTROLLER #4	M	R33-M1-001	src/kernel/drivers/audio/hda_controller.pdx	HDA controller MMIO + KIND_AUDIO_CONTROLLER (auto-scaffold; refine at body-drafting)
paideia-os	r33-audio-hda-sof	R33	R33-M2-001	R33.M2-001 ALC287 codec driver + widget graph traversal #1	M	R33-M1-001	src/kernel/drivers/audio/codec_alc287.pdx	ALC287 codec driver + widget graph traversal (auto-scaffold; refine at body-drafting)
paideia-os	r33-audio-hda-sof	R33	R33-M2-002	R33.M2-002 ALC287 codec driver + widget graph traversal #2	M	R33-M1-001	src/kernel/drivers/audio/codec_alc287.pdx	ALC287 codec driver + widget graph traversal (auto-scaffold; refine at body-drafting)
paideia-os	r33-audio-hda-sof	R33	R33-M2-003	R33.M2-003 ALC287 codec driver + widget graph traversal #3	M	R33-M1-001	src/kernel/drivers/audio/codec_alc287.pdx	ALC287 codec driver + widget graph traversal (auto-scaffold; refine at body-drafting)
paideia-os	r33-audio-hda-sof	R33	R33-M2-004	R33.M2-004 ALC287 codec driver + widget graph traversal #4	M	R33-M1-001	src/kernel/drivers/audio/codec_alc287.pdx	ALC287 codec driver + widget graph traversal (auto-scaffold; refine at body-drafting)
paideia-os	r33-audio-hda-sof	R33	R33-M3-001	R33.M3-001 KIND_PCM_STREAM + ring buffer + interrupt path #1	M	R33-M1-001	src/kernel/drivers/audio/pcm_stream.pdx	KIND_PCM_STREAM + ring buffer + interrupt path (auto-scaffold; refine at body-drafting)
paideia-os	r33-audio-hda-sof	R33	R33-M3-002	R33.M3-002 KIND_PCM_STREAM + ring buffer + interrupt path #2	M	R33-M1-001	src/kernel/drivers/audio/pcm_stream.pdx	KIND_PCM_STREAM + ring buffer + interrupt path (auto-scaffold; refine at body-drafting)
paideia-os	r33-audio-hda-sof	R33	R33-M3-003	R33.M3-003 KIND_PCM_STREAM + ring buffer + interrupt path #3	M	R33-M1-001	src/kernel/drivers/audio/pcm_stream.pdx	KIND_PCM_STREAM + ring buffer + interrupt path (auto-scaffold; refine at body-drafting)
paideia-os	r33-audio-hda-sof	R33	R33-M3-004	R33.M3-004 KIND_PCM_STREAM + ring buffer + interrupt path #4	M	R33-M1-001	src/kernel/drivers/audio/pcm_stream.pdx	KIND_PCM_STREAM + ring buffer + interrupt path (auto-scaffold; refine at body-drafting)
paideia-os	r33-audio-hda-sof	R33	R33-M4-001	R33.M4-001 KIND_AUDIO_CLOCK derived over KIND_HW_TIMELINE (first non-GPU timeline) #1	M	R33-M1-001	src/kernel/core/cap/kind_audio_clock.pdx	KIND_AUDIO_CLOCK derived over KIND_HW_TIMELINE (first non-GPU timeline) (auto-scaffold; refine at body-drafting)
paideia-os	r33-audio-hda-sof	R33	R33-M4-002	R33.M4-002 KIND_AUDIO_CLOCK derived over KIND_HW_TIMELINE (first non-GPU timeline) #2	M	R33-M1-001	src/kernel/core/cap/kind_audio_clock.pdx	KIND_AUDIO_CLOCK derived over KIND_HW_TIMELINE (first non-GPU timeline) (auto-scaffold; refine at body-drafting)
paideia-os	r33-audio-hda-sof	R33	R33-M4-003	R33.M4-003 KIND_AUDIO_CLOCK derived over KIND_HW_TIMELINE (first non-GPU timeline) #3	M	R33-M1-001	src/kernel/core/cap/kind_audio_clock.pdx	KIND_AUDIO_CLOCK derived over KIND_HW_TIMELINE (first non-GPU timeline) (auto-scaffold; refine at body-drafting)
paideia-os	r33-audio-hda-sof	R33	R33-M5-001	R33.M5-001 audio_supervisor service (userspace) #1	M	R33-M1-001	src/user/audio_supervisor/*.pdx	audio_supervisor service (userspace) (auto-scaffold; refine at body-drafting)
paideia-os	r33-audio-hda-sof	R33	R33-M5-002	R33.M5-002 audio_supervisor service (userspace) #2	M	R33-M1-001	src/user/audio_supervisor/*.pdx	audio_supervisor service (userspace) (auto-scaffold; refine at body-drafting)
paideia-os	r33-audio-hda-sof	R33	R33-M5-003	R33.M5-003 audio_supervisor service (userspace) #3	M	R33-M1-001	src/user/audio_supervisor/*.pdx	audio_supervisor service (userspace) (auto-scaffold; refine at body-drafting)
paideia-os	r33-audio-hda-sof	R33	R33-M6-001	R33.M6-001 Optional SOF firmware loader (dual-signature per D1.a) #1	M	R33-M1-001	src/kernel/drivers/audio/sof_loader.pdx	Optional SOF firmware loader (dual-signature per D1.a) (auto-scaffold; refine at body-drafting)
paideia-os	r33-audio-hda-sof	R33	R33-M6-002	R33.M6-002 Optional SOF firmware loader (dual-signature per D1.a) #2	M	R33-M1-001	src/kernel/drivers/audio/sof_loader.pdx	Optional SOF firmware loader (dual-signature per D1.a) (auto-scaffold; refine at body-drafting)
paideia-os	r33-audio-hda-sof	R33	R33-M6-003	R33.M6-003 Optional SOF firmware loader (dual-signature per D1.a) #3	M	R33-M1-001	src/kernel/drivers/audio/sof_loader.pdx	Optional SOF firmware loader (dual-signature per D1.a) (auto-scaffold; refine at body-drafting)
paideia-os	r33-audio-hda-sof	R33	R33-M7-001	R33.M7-001 Jack detect + KIND_AUDIO_ROUTE #1	M	R33-M1-001	src/kernel/drivers/audio/jack.pdx	Jack detect + KIND_AUDIO_ROUTE (auto-scaffold; refine at body-drafting)
paideia-os	r33-audio-hda-sof	R33	R33-M7-002	R33.M7-002 Jack detect + KIND_AUDIO_ROUTE #2	M	R33-M1-001	src/kernel/drivers/audio/jack.pdx	Jack detect + KIND_AUDIO_ROUTE (auto-scaffold; refine at body-drafting)
paideia-os	r33-audio-hda-sof	R33	R33-M7-003	R33.M7-003 Jack detect + KIND_AUDIO_ROUTE #3	M	R33-M1-001	src/kernel/drivers/audio/jack.pdx	Jack detect + KIND_AUDIO_ROUTE (auto-scaffold; refine at body-drafting)
paideia-os	r33-audio-hda-sof	R33	R33-M8-001	R33.M8-001 Volume + mute + mixer via widget graph #1	M	R33-M1-001	src/user/audio_supervisor/mixer.pdx	Volume + mute + mixer via widget graph (auto-scaffold; refine at body-drafting)
paideia-os	r33-audio-hda-sof	R33	R33-M8-002	R33.M8-002 Volume + mute + mixer via widget graph #2	M	R33-M1-001	src/user/audio_supervisor/mixer.pdx	Volume + mute + mixer via widget graph (auto-scaffold; refine at body-drafting)
paideia-os	r33-audio-hda-sof	R33	R33-M8-003	R33.M8-003 Volume + mute + mixer via widget graph #3	M	R33-M1-001	src/user/audio_supervisor/mixer.pdx	Volume + mute + mixer via widget graph (auto-scaffold; refine at body-drafting)
paideia-os	r33-audio-hda-sof	R33	R33-M9-001	R33.M9-001 QEMU AC97/ich-hda fixture + T14 hw-smoke-r33.md #1	M	R33-M1-001	tools/hw-smoke-r33.md	QEMU AC97/ich-hda fixture + T14 hw-smoke-r33.md (auto-scaffold; refine at body-drafting)
paideia-os	r33-audio-hda-sof	R33	R33-M9-002	R33.M9-002 QEMU AC97/ich-hda fixture + T14 hw-smoke-r33.md #2	M	R33-M1-001	tools/hw-smoke-r33.md	QEMU AC97/ich-hda fixture + T14 hw-smoke-r33.md (auto-scaffold; refine at body-drafting)
paideia-os	r33-audio-hda-sof	R33	R33-M9-003	R33.M9-003 QEMU AC97/ich-hda fixture + T14 hw-smoke-r33.md #3	M	R33-M1-001	tools/hw-smoke-r33.md	QEMU AC97/ich-hda fixture + T14 hw-smoke-r33.md (auto-scaffold; refine at body-drafting)
paideia-os	r34-usb-fabric	R34	R34-M1-001	R34.M1-001 USB hub cascading + KIND_USB_HUB #1	M	R28 MVP xHCI	src/kernel/drivers/usb/hub.pdx	USB hub cascading + KIND_USB_HUB (auto-scaffold; refine at body-drafting)
paideia-os	r34-usb-fabric	R34	R34-M1-002	R34.M1-002 USB hub cascading + KIND_USB_HUB #2	M	R34-M1-001	src/kernel/drivers/usb/hub.pdx	USB hub cascading + KIND_USB_HUB (auto-scaffold; refine at body-drafting)
paideia-os	r34-usb-fabric	R34	R34-M1-003	R34.M1-003 USB hub cascading + KIND_USB_HUB #3	M	R34-M1-001	src/kernel/drivers/usb/hub.pdx	USB hub cascading + KIND_USB_HUB (auto-scaffold; refine at body-drafting)
paideia-os	r34-usb-fabric	R34	R34-M1-004	R34.M1-004 USB hub cascading + KIND_USB_HUB #4	M	R34-M1-001	src/kernel/drivers/usb/hub.pdx	USB hub cascading + KIND_USB_HUB (auto-scaffold; refine at body-drafting)
paideia-os	r34-usb-fabric	R34	R34-M2-001	R34.M2-001 Mass-storage (BOT + UAS) driver #1	M	R34-M1-001	src/kernel/drivers/usb/msc.pdx	Mass-storage (BOT + UAS) driver (auto-scaffold; refine at body-drafting)
paideia-os	r34-usb-fabric	R34	R34-M2-002	R34.M2-002 Mass-storage (BOT + UAS) driver #2	M	R34-M1-001	src/kernel/drivers/usb/msc.pdx	Mass-storage (BOT + UAS) driver (auto-scaffold; refine at body-drafting)
paideia-os	r34-usb-fabric	R34	R34-M2-003	R34.M2-003 Mass-storage (BOT + UAS) driver #3	M	R34-M1-001	src/kernel/drivers/usb/msc.pdx	Mass-storage (BOT + UAS) driver (auto-scaffold; refine at body-drafting)
paideia-os	r34-usb-fabric	R34	R34-M2-004	R34.M2-004 Mass-storage (BOT + UAS) driver #4	M	R34-M1-001	src/kernel/drivers/usb/msc.pdx	Mass-storage (BOT + UAS) driver (auto-scaffold; refine at body-drafting)
paideia-os	r34-usb-fabric	R34	R34-M3-001	R34.M3-001 Full USB-HID beyond boot proto + KIND_USB_INTERFACE + KIND_USB_ENDPOINT #1	M	R34-M1-001	src/kernel/drivers/usb/hid_full.pdx	Full USB-HID beyond boot proto + KIND_USB_INTERFACE + KIND_USB_ENDPOINT (auto-scaffold; refine at body-drafting)
paideia-os	r34-usb-fabric	R34	R34-M3-002	R34.M3-002 Full USB-HID beyond boot proto + KIND_USB_INTERFACE + KIND_USB_ENDPOINT #2	M	R34-M1-001	src/kernel/drivers/usb/hid_full.pdx	Full USB-HID beyond boot proto + KIND_USB_INTERFACE + KIND_USB_ENDPOINT (auto-scaffold; refine at body-drafting)
paideia-os	r34-usb-fabric	R34	R34-M3-003	R34.M3-003 Full USB-HID beyond boot proto + KIND_USB_INTERFACE + KIND_USB_ENDPOINT #3	M	R34-M1-001	src/kernel/drivers/usb/hid_full.pdx	Full USB-HID beyond boot proto + KIND_USB_INTERFACE + KIND_USB_ENDPOINT (auto-scaffold; refine at body-drafting)
paideia-os	r34-usb-fabric	R34	R34-M3-004	R34.M3-004 Full USB-HID beyond boot proto + KIND_USB_INTERFACE + KIND_USB_ENDPOINT #4	M	R34-M1-001	src/kernel/drivers/usb/hid_full.pdx	Full USB-HID beyond boot proto + KIND_USB_INTERFACE + KIND_USB_ENDPOINT (auto-scaffold; refine at body-drafting)
paideia-os	r34-usb-fabric	R34	R34-M4-001	R34.M4-001 Isoch stream substrate + KIND_ISOCH_STREAM #1	M	R34-M1-001	src/kernel/drivers/usb/isoch.pdx	Isoch stream substrate + KIND_ISOCH_STREAM (auto-scaffold; refine at body-drafting)
paideia-os	r34-usb-fabric	R34	R34-M4-002	R34.M4-002 Isoch stream substrate + KIND_ISOCH_STREAM #2	M	R34-M1-001	src/kernel/drivers/usb/isoch.pdx	Isoch stream substrate + KIND_ISOCH_STREAM (auto-scaffold; refine at body-drafting)
paideia-os	r34-usb-fabric	R34	R34-M4-003	R34.M4-003 Isoch stream substrate + KIND_ISOCH_STREAM #3	M	R34-M1-001	src/kernel/drivers/usb/isoch.pdx	Isoch stream substrate + KIND_ISOCH_STREAM (auto-scaffold; refine at body-drafting)
paideia-os	r34-usb-fabric	R34	R34-M4-004	R34.M4-004 Isoch stream substrate + KIND_ISOCH_STREAM #4	M	R34-M1-001	src/kernel/drivers/usb/isoch.pdx	Isoch stream substrate + KIND_ISOCH_STREAM (auto-scaffold; refine at body-drafting)
paideia-os	r34-usb-fabric	R34	R34-M5-001	R34.M5-001 Goodix/Synaptics fingerprint driver + KIND_FP_SENSOR #1	M	R34-M1-001	src/kernel/drivers/fp/*.pdx	Goodix/Synaptics fingerprint driver + KIND_FP_SENSOR (auto-scaffold; refine at body-drafting)
paideia-os	r34-usb-fabric	R34	R34-M5-002	R34.M5-002 Goodix/Synaptics fingerprint driver + KIND_FP_SENSOR #2	M	R34-M1-001	src/kernel/drivers/fp/*.pdx	Goodix/Synaptics fingerprint driver + KIND_FP_SENSOR (auto-scaffold; refine at body-drafting)
paideia-os	r34-usb-fabric	R34	R34-M5-003	R34.M5-003 Goodix/Synaptics fingerprint driver + KIND_FP_SENSOR #3	M	R34-M1-001	src/kernel/drivers/fp/*.pdx	Goodix/Synaptics fingerprint driver + KIND_FP_SENSOR (auto-scaffold; refine at body-drafting)
paideia-os	r34-usb-fabric	R34	R34-M5-004	R34.M5-004 Goodix/Synaptics fingerprint driver + KIND_FP_SENSOR #4	M	R34-M1-001	src/kernel/drivers/fp/*.pdx	Goodix/Synaptics fingerprint driver + KIND_FP_SENSOR (auto-scaffold; refine at body-drafting)
paideia-os	r34-usb-fabric	R34	R34-M6-001	R34.M6-001 USB device enumeration + descriptor parser #1	M	R34-M1-001	src/kernel/drivers/usb/enum.pdx	USB device enumeration + descriptor parser (auto-scaffold; refine at body-drafting)
paideia-os	r34-usb-fabric	R34	R34-M6-002	R34.M6-002 USB device enumeration + descriptor parser #2	M	R34-M1-001	src/kernel/drivers/usb/enum.pdx	USB device enumeration + descriptor parser (auto-scaffold; refine at body-drafting)
paideia-os	r34-usb-fabric	R34	R34-M6-003	R34.M6-003 USB device enumeration + descriptor parser #3	M	R34-M1-001	src/kernel/drivers/usb/enum.pdx	USB device enumeration + descriptor parser (auto-scaffold; refine at body-drafting)
paideia-os	r34-usb-fabric	R34	R34-M7-001	R34.M7-001 USB power management + suspend/resume #1	M	R34-M1-001	src/kernel/drivers/usb/pm.pdx	USB power management + suspend/resume (auto-scaffold; refine at body-drafting)
paideia-os	r34-usb-fabric	R34	R34-M7-002	R34.M7-002 USB power management + suspend/resume #2	M	R34-M1-001	src/kernel/drivers/usb/pm.pdx	USB power management + suspend/resume (auto-scaffold; refine at body-drafting)
paideia-os	r34-usb-fabric	R34	R34-M7-003	R34.M7-003 USB power management + suspend/resume #3	M	R34-M1-001	src/kernel/drivers/usb/pm.pdx	USB power management + suspend/resume (auto-scaffold; refine at body-drafting)
paideia-os	r34-usb-fabric	R34	R34-M8-001	R34.M8-001 QEMU qemu-xhci fixture + T14 hw-smoke-r34.md #1	M	R34-M1-001	tools/hw-smoke-r34.md	QEMU qemu-xhci fixture + T14 hw-smoke-r34.md (auto-scaffold; refine at body-drafting)
paideia-os	r34-usb-fabric	R34	R34-M8-002	R34.M8-002 QEMU qemu-xhci fixture + T14 hw-smoke-r34.md #2	M	R34-M1-001	tools/hw-smoke-r34.md	QEMU qemu-xhci fixture + T14 hw-smoke-r34.md (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M1-001	R35.M1-001 NHI MMIO + KIND_TB_DOMAIN mint #1	M	R22 VT-d+IR	src/kernel/drivers/tb4/nhi.pdx	NHI MMIO + KIND_TB_DOMAIN mint (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M1-002	R35.M1-002 NHI MMIO + KIND_TB_DOMAIN mint #2	M	R35-M1-001	src/kernel/drivers/tb4/nhi.pdx	NHI MMIO + KIND_TB_DOMAIN mint (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M1-003	R35.M1-003 NHI MMIO + KIND_TB_DOMAIN mint #3	M	R35-M1-001	src/kernel/drivers/tb4/nhi.pdx	NHI MMIO + KIND_TB_DOMAIN mint (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M1-004	R35.M1-004 NHI MMIO + KIND_TB_DOMAIN mint #4	M	R35-M1-001	src/kernel/drivers/tb4/nhi.pdx	NHI MMIO + KIND_TB_DOMAIN mint (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M1-005	R35.M1-005 NHI MMIO + KIND_TB_DOMAIN mint #5	M	R35-M1-001	src/kernel/drivers/tb4/nhi.pdx	NHI MMIO + KIND_TB_DOMAIN mint (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M2-001	R35.M2-001 Software Connection Manager topology walker #1	M	R35-M1-001	src/kernel/drivers/tb4/cm_walker.pdx	Software Connection Manager topology walker (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M2-002	R35.M2-002 Software Connection Manager topology walker #2	M	R35-M1-001	src/kernel/drivers/tb4/cm_walker.pdx	Software Connection Manager topology walker (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M2-003	R35.M2-003 Software Connection Manager topology walker #3	M	R35-M1-001	src/kernel/drivers/tb4/cm_walker.pdx	Software Connection Manager topology walker (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M2-004	R35.M2-004 Software Connection Manager topology walker #4	M	R35-M1-001	src/kernel/drivers/tb4/cm_walker.pdx	Software Connection Manager topology walker (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M2-005	R35.M2-005 Software Connection Manager topology walker #5	M	R35-M1-001	src/kernel/drivers/tb4/cm_walker.pdx	Software Connection Manager topology walker (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M3-001	R35.M3-001 Tunnel provisioner (PCIe/DP/USB3) + KIND_TB_ROUTE #1	M	R35-M1-001	src/kernel/drivers/tb4/tunnel.pdx	Tunnel provisioner (PCIe/DP/USB3) + KIND_TB_ROUTE (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M3-002	R35.M3-002 Tunnel provisioner (PCIe/DP/USB3) + KIND_TB_ROUTE #2	M	R35-M1-001	src/kernel/drivers/tb4/tunnel.pdx	Tunnel provisioner (PCIe/DP/USB3) + KIND_TB_ROUTE (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M3-003	R35.M3-003 Tunnel provisioner (PCIe/DP/USB3) + KIND_TB_ROUTE #3	M	R35-M1-001	src/kernel/drivers/tb4/tunnel.pdx	Tunnel provisioner (PCIe/DP/USB3) + KIND_TB_ROUTE (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M3-004	R35.M3-004 Tunnel provisioner (PCIe/DP/USB3) + KIND_TB_ROUTE #4	M	R35-M1-001	src/kernel/drivers/tb4/tunnel.pdx	Tunnel provisioner (PCIe/DP/USB3) + KIND_TB_ROUTE (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M3-005	R35.M3-005 Tunnel provisioner (PCIe/DP/USB3) + KIND_TB_ROUTE #5	M	R35-M1-001	src/kernel/drivers/tb4/tunnel.pdx	Tunnel provisioner (PCIe/DP/USB3) + KIND_TB_ROUTE (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M4-001	R35.M4-001 Per-dock IOMMU domain default policy #1	M	R35-M1-001	src/kernel/drivers/tb4/domain_policy.pdx	Per-dock IOMMU domain default policy (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M4-002	R35.M4-002 Per-dock IOMMU domain default policy #2	M	R35-M1-001	src/kernel/drivers/tb4/domain_policy.pdx	Per-dock IOMMU domain default policy (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M4-003	R35.M4-003 Per-dock IOMMU domain default policy #3	M	R35-M1-001	src/kernel/drivers/tb4/domain_policy.pdx	Per-dock IOMMU domain default policy (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M4-004	R35.M4-004 Per-dock IOMMU domain default policy #4	M	R35-M1-001	src/kernel/drivers/tb4/domain_policy.pdx	Per-dock IOMMU domain default policy (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M5-001	R35.M5-001 KIND_DMA_ATTESTATION user-consent flow (R12 mitigation) #1	M	R35-M1-001	src/user/dma_consent/*.pdx src/kernel/core/cap/kind_dma_attestation.pdx	KIND_DMA_ATTESTATION user-consent flow (R12 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M5-002	R35.M5-002 KIND_DMA_ATTESTATION user-consent flow (R12 mitigation) #2	M	R35-M1-001	src/user/dma_consent/*.pdx src/kernel/core/cap/kind_dma_attestation.pdx	KIND_DMA_ATTESTATION user-consent flow (R12 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M5-003	R35.M5-003 KIND_DMA_ATTESTATION user-consent flow (R12 mitigation) #3	M	R35-M1-001	src/user/dma_consent/*.pdx src/kernel/core/cap/kind_dma_attestation.pdx	KIND_DMA_ATTESTATION user-consent flow (R12 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M5-004	R35.M5-004 KIND_DMA_ATTESTATION user-consent flow (R12 mitigation) #4	M	R35-M1-001	src/user/dma_consent/*.pdx src/kernel/core/cap/kind_dma_attestation.pdx	KIND_DMA_ATTESTATION user-consent flow (R12 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M6-001	R35.M6-001 Security-level policy (SL0..SL3) gating (R9 mitigation) #1	M	R35-M1-001	src/kernel/drivers/tb4/security_level.pdx	Security-level policy (SL0..SL3) gating (R9 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M6-002	R35.M6-002 Security-level policy (SL0..SL3) gating (R9 mitigation) #2	M	R35-M1-001	src/kernel/drivers/tb4/security_level.pdx	Security-level policy (SL0..SL3) gating (R9 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M6-003	R35.M6-003 Security-level policy (SL0..SL3) gating (R9 mitigation) #3	M	R35-M1-001	src/kernel/drivers/tb4/security_level.pdx	Security-level policy (SL0..SL3) gating (R9 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M6-004	R35.M6-004 Security-level policy (SL0..SL3) gating (R9 mitigation) #4	M	R35-M1-001	src/kernel/drivers/tb4/security_level.pdx	Security-level policy (SL0..SL3) gating (R9 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M7-001	R35.M7-001 PCIe hot-plug event routing + KIND_PCIE_HOTPLUG_EVENT #1	M	R35-M1-001	src/kernel/drivers/tb4/hotplug.pdx	PCIe hot-plug event routing + KIND_PCIE_HOTPLUG_EVENT (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M7-002	R35.M7-002 PCIe hot-plug event routing + KIND_PCIE_HOTPLUG_EVENT #2	M	R35-M1-001	src/kernel/drivers/tb4/hotplug.pdx	PCIe hot-plug event routing + KIND_PCIE_HOTPLUG_EVENT (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M7-003	R35.M7-003 PCIe hot-plug event routing + KIND_PCIE_HOTPLUG_EVENT #3	M	R35-M1-001	src/kernel/drivers/tb4/hotplug.pdx	PCIe hot-plug event routing + KIND_PCIE_HOTPLUG_EVENT (auto-scaffold; refine at body-drafting)
